#QM    interpInQMgrid400k    MM
-1.841266 -35.336173 -0.463975
-0.470139 31.327377 -0.150646
-1.790965 -27.355575 -0.637100
-0.037742 3.977982 -0.109342
0.176432 -23.432165 0.111059
0.374629 -12.098448 0.143836
-1.384497 -26.759247 -0.748653
-1.593907 24.463411 -0.555918
0.420294 -22.377017 0.420641
-0.003245 -0.336622 -0.045313
-0.562936 -29.940407 -0.293086
-0.233940 7.088379 -0.197210
0.282782 -30.472227 0.231938
-0.149354 -30.477546 -0.096951
-0.373569 20.188557 -0.331949
-2.175045 38.184918 -0.998056
0.710360 35.844679 0.204587
-0.763222 -0.408134 -0.782041
-0.759590 22.509807 -0.328806
-0.304574 -10.408590 -0.169823
0.009425 -2.384243 -0.027356
-0.632530 33.302490 0.039081
1.562147 33.012034 0.201101
2.250121 -53.663412 0.841098
-1.589301 24.892343 -0.654284
0.717920 -35.020145 0.259231
0.675787 19.628025 0.409691
1.047661 -36.044622 0.479252
0.137228 19.649250 -0.103816
1.457662 25.300481 0.974947
-0.275933 3.357412 -0.239824
0.678197 14.742858 0.249956
0.170267 27.287469 0.125982
-3.661493 -20.648878 -2.284271
-2.666146 -54.764837 -0.298078
-5.773990 -64.538049 -2.168674
0.233690 -7.814153 0.204276
-0.895541 -11.529386 -0.340640
0.079177 39.943324 0.122554
1.723683 47.305551 1.707945
4.908825 -61.949962 0.350446
-0.782940 59.859032 -1.067660
-2.978771 46.117982 -1.070743
-2.002718 -27.610612 -0.912089
-1.490946 -13.857497 -0.069869
0.442307 -34.392775 0.121615
0.257816 -38.414032 0.304792
0.585461 17.790749 0.496421
-0.015863 -29.341916 0.056787
0.035197 -12.634707 0.065983
0.004350 0.012237 0.067454
-0.614426 59.239666 0.239611
1.790560 -14.166893 1.065216
3.739822 4.855211 1.582026
-0.003053 33.434660 1.471728
0.064840 45.127161 0.668220
-1.674188 58.614550 0.234670
-0.348783 -0.431975 -0.166915
-0.071776 2.574155 -0.042723
-0.131179 6.786733 -0.055202
0.298708 -12.581046 0.124634
0.322093 13.685806 0.121624
0.263331 -14.570613 0.173295
-0.239445 -11.678968 -0.102658
-0.246581 -20.907561 -0.181166
0.364270 -6.752869 0.212957
0.212583 10.277180 0.054337
0.418348 -25.854582 0.286262
-0.032496 -1.518698 -0.045012
0.234990 -10.724326 0.148941
0.008163 0.733174 -0.004756
-0.394161 1.308307 -0.209720
3.301540 -9.220829 1.465286
2.178946 -33.424125 0.529879
1.081772 50.562191 0.236002
-0.150709 -13.130367 -0.102881
-0.122187 12.701253 -0.055957
-0.421447 -6.064733 -0.197148
0.151300 -2.924150 0.031985
0.167857 0.524375 0.082831
0.377501 0.236449 0.201348
0.002037 0.695070 0.001393
-0.345083 -7.015462 -0.196850
0.031742 6.087143 -0.035182
-0.280635 -13.644166 -0.060874
-0.165451 15.610313 -0.112605
0.727732 -11.506959 0.381768
-0.646892 -2.045176 -0.310265
-0.353147 28.663990 -0.180674
0.148095 19.182694 0.090412
-0.381528 15.362379 -0.171446
-0.068843 14.658698 0.079900
0.095084 -4.656327 0.005497
0.111180 -7.544191 0.032884
0.033259 -1.154011 0.027533
0.228738 -1.271392 0.094469
0.373247 -2.758313 0.292824
-1.311210 -23.377848 -0.499834
-0.779252 54.064564 -0.456578
1.197464 -27.725635 0.657505
0.413999 6.979658 0.346233
-0.441265 29.022271 -0.210323
-0.239069 8.782646 -0.034866
-0.006273 12.419431 -0.083549
0.142336 -11.010580 0.074778
-0.490173 -85.132048 -0.555016
-3.239426 55.466584 0.309844
-5.093775 0.258590 -2.034796
0.303752 -10.568035 0.113146
0.041862 -1.105626 0.061567
-0.297257 6.430355 -0.172315
0.845265 -25.661207 0.411774
-1.805660 -29.233506 -0.823870
0.284911 -2.140127 -0.267136
-2.195251 84.079655 -0.825229
-1.906704 -33.162572 -1.172526
2.638059 -9.760730 1.339560
-2.062639 -54.990751 -0.861394
-0.482053 -27.579517 -0.695644
0.813273 -12.266735 -0.057709
0.311923 10.512480 0.051030
-0.306058 19.971583 -0.164305
-0.367672 21.268389 -0.215703
-0.101942 -41.468735 -0.295217
4.010664 -48.750196 1.473543
-3.255347 -9.835358 -1.682553
-3.698065 17.005177 -1.911761
1.397259 -27.399446 0.251287
1.292541 51.175266 1.066631
-0.003207 -13.897915 0.271125
-0.808647 -42.047479 -0.617932
4.809154 -50.144536 1.548856
-0.176035 2.259684 -0.054093
0.022667 -8.861332 0.033942
-0.122057 -0.706107 -0.098319
-0.754335 -17.895961 -0.291667
-0.075979 12.101607 -0.089555
-0.333812 -5.639440 -0.166570
-1.033820 -17.815512 -0.047283
0.149479 -48.517993 0.045660
0.435864 33.798395 0.129547
1.667358 -45.523500 0.470010
2.574820 -26.950313 1.345859
0.384040 5.633649 0.274824
1.359967 17.530847 0.387546
2.244376 -45.133253 0.649388
0.535123 -50.071703 0.549073
5.732367 17.813938 1.557536
6.267296 41.550437 2.461575
-0.656399 -57.232620 -0.381798
-3.665288 9.352691 -1.672407
4.026531 -17.727309 1.568017
-5.410572 -83.028606 -1.005131
2.180027 3.739434 1.142121
-0.353363 16.833906 -0.036755
2.660839 58.529995 1.194676
2.182788 9.497708 0.437197
-2.663091 59.131672 -0.657502
4.682046 33.319801 1.068646
0.228748 -5.467625 0.031062
-0.909083 -4.657443 -0.322630
0.281738 25.729620 0.237568
0.258791 -25.756883 0.105416
0.248257 -14.360188 0.170576
-0.381851 -9.821612 -0.183245
-1.927241 -34.061209 -0.557050
-0.203716 23.958120 -0.426194
-2.046584 46.560317 -0.654087
24.609027 52.437941 7.485517
12.655552 -49.741137 3.606069
-3.071462 42.369384 0.024601
0.037705 27.169515 -0.086044
-0.024650 27.070184 -0.056453
0.426703 26.977189 0.431426
-0.506405 -12.847317 0.009528
0.455268 -30.890628 0.404642
0.329814 41.758267 0.336703
0.751987 12.114436 0.882947
0.775822 -66.199876 0.439888
2.082707 -6.341423 0.751379
-1.470141 16.986570 -0.778670
-0.710236 37.935179 -0.214946
-0.657804 -11.160085 -0.186490
0.461732 -11.082818 0.368491
2.178175 -34.148450 1.267853
3.084509 40.453645 0.986429
1.181574 -70.050789 0.453803
-0.740636 -20.370534 0.051875
-1.871749 -7.946842 -0.859812
1.587402 -53.810518 1.289338
2.505194 -39.981963 0.774423
-2.550175 -3.814417 -1.408791
0.237277 -24.346192 0.181878
-0.468807 -31.473634 -0.266822
0.231097 21.842096 -0.169757
-0.422085 -11.334734 1.123892
-1.082700 -14.648291 -2.688757
-2.796872 93.439561 -1.192462
0.571944 25.184501 0.335580
-0.008146 5.018168 -0.087962
-0.288863 5.021399 -0.168689
0.063580 -15.996977 0.031180
-0.030941 10.411408 -0.093279
-0.233513 34.094236 -0.215125
0.544761 28.204872 0.385799
0.185935 -15.159434 0.139344
0.382966 10.741521 0.155870
1.040222 -20.306745 0.411591
0.025530 27.274946 -0.346370
-0.078490 -28.889908 -0.024774
0.034949 -5.525626 0.077163
-0.544886 -11.154143 -0.265342
-0.288469 13.414012 -0.149517
0.128159 2.863734 0.041961
0.042090 12.854981 -0.014608
-0.321780 -6.611009 -0.121887
-0.103275 34.421846 -0.020609
1.948425 -19.053164 0.799427
-0.955681 -24.840386 -0.542681
0.869974 32.269560 0.414957
0.581885 -18.717545 0.243186
-0.098017 4.056663 -0.104172
0.337344 -11.948450 0.193429
-0.299091 1.982445 -0.087956
0.300359 14.803664 0.171374
0.157834 2.752832 0.127605
0.427860 -1.427790 0.249003
0.557689 -16.564138 0.249832
0.914328 12.660131 0.188105
-0.649453 44.006945 -0.369287
-1.037413 -18.909918 -0.608329
-0.048735 22.295243 0.005019
-0.474223 -14.224263 -0.129694
-0.076831 -24.958620 0.080761
0.823396 7.732501 0.404113
-0.501486 24.315949 -0.308009
-0.013441 -27.265586 -0.084796
0.555628 -42.679246 0.256231
0.746058 4.937017 0.335237
0.023210 -0.195377 0.135492
0.814406 36.129026 0.151801
-1.588933 -21.068461 -0.572670
-1.090430 -26.427562 -0.423347
1.153207 28.164891 0.547349
0.285464 34.271353 -0.252608
-0.480553 33.448227 -0.177229
2.854769 11.529863 0.895710
-0.335918 -4.272049 -0.285885
-1.245815 67.307243 -0.003257
0.274249 -6.813649 0.255398
-0.226669 -9.528427 -0.098778
-1.267200 -29.079028 -0.621012
-0.633202 -10.725870 -0.283876
0.082973 18.360855 -0.312441
-0.743424 -44.571670 -0.297953
-0.228122 -8.411901 -0.116463
0.205873 -12.138998 0.043736
0.278852 2.274986 0.142321
0.481509 -19.597937 0.131116
0.409800 8.955254 0.185590
0.212301 3.784141 0.174488
0.099715 14.006996 0.049790
0.351290 8.569536 0.083476
-0.477176 5.293894 -0.191080
-0.010813 22.941908 -0.106340
0.558017 4.866561 0.284349
-0.017288 -6.601822 -0.049172
-0.620561 -36.051471 -0.168038
0.886080 24.994213 0.341804
0.694054 -2.970955 0.297991
1.011592 -44.420457 0.381656
-1.221289 -12.925572 -0.353883
1.481414 -1.448529 0.867678
-0.281298 -7.025976 -0.094001
-0.385809 22.123628 -0.183233
0.530153 -8.483857 0.339914
-0.058636 -37.199822 -0.138697
28.409794 73.617796 7.536471
-4.280742 24.920334 -0.703525
-0.933357 20.995451 -0.355514
-0.919601 -26.069503 -0.662094
1.004649 31.749331 0.216516
-0.286944 -38.381263 -0.297108
-1.136562 41.789162 -0.285613
-0.759751 -41.573016 -0.724950
-0.012536 49.361761 -0.099872
-0.879819 -5.077327 -0.335595
0.038460 -4.579867 0.244196
0.592445 34.084642 0.080444
1.329456 2.513961 0.719744
1.160050 -18.793930 0.523377
-3.110932 57.662281 -0.982342
2.733866 21.254657 -0.688126
-10.558043 -54.417430 -3.701785
-0.053039 0.746774 -0.060343
0.020385 4.041578 0.024274
0.192892 9.048094 0.138783
-0.659827 32.990327 -0.011012
2.056705 -46.586937 1.294428
0.488230 20.237695 0.274742
0.357501 -2.799061 0.034940
-0.687320 -2.499316 -0.338625
0.112037 -32.249756 0.038276
-0.441160 -4.085411 -0.237897
0.481998 -17.339458 0.258041
-0.513074 -11.874179 -0.307633
0.166528 2.726680 0.090630
0.009555 19.281250 0.009644
-0.080777 7.274037 -0.009966
-0.309831 7.205582 -0.149755
0.281685 7.900301 0.170872
-0.301512 8.324623 -0.130594
0.220741 -3.753391 0.149116
0.590643 -40.979915 0.165288
1.180229 -5.478167 0.483209
-0.846250 -25.986239 -0.402880
-0.418269 11.390739 -0.218262
0.260879 -7.529947 0.165415
2.345827 -0.904234 1.203495
0.836981 0.270480 0.609456
-1.479737 -57.608653 -0.516231
-0.579667 1.644955 -0.377994
0.382069 24.386565 0.123559
0.489293 16.626554 0.190316
1.123806 -31.786929 0.685939
0.435228 24.403612 0.269857
0.297397 -19.235167 0.308473
-0.115595 -12.938965 -0.075305
0.057226 13.361277 0.080524
-0.296934 -13.803231 -0.147385
0.201342 14.233037 0.063964
-0.081715 5.088426 -0.077695
0.080286 -8.596677 0.014210
-0.385634 -6.914565 -0.278700
1.149511 -23.930569 0.555883
-0.695375 -42.765891 -0.181638
1.533308 -68.432882 0.473537
-1.192910 -11.526880 -0.813884
-2.185835 25.942392 -1.780666
-1.339167 -4.778554 -0.692284
-0.270235 -50.603190 0.042073
1.321233 -3.101334 0.599009
0.257774 7.548679 0.169766
-0.507846 24.518197 -0.235096
0.986668 1.702053 0.542651
-0.278520 -1.394118 -0.119046
-0.210965 3.076992 -0.067578
0.170455 3.052731 0.057161
0.699362 -3.247070 0.253129
-1.595837 -51.019282 -0.153482
3.220060 -40.198140 1.795948
-0.237473 36.195971 -0.252535
-0.067776 3.001466 -0.806483
-1.420611 -58.583646 -0.729530
-3.875406 -60.078775 -0.901986
0.472664 38.383694 -0.120374
-2.560839 -25.554229 -1.529589
-3.076683 -65.209722 -1.027677
1.493367 -41.055581 -0.034259
0.137947 -8.444858 0.320419
0.343950 -18.412052 0.150768
-0.766029 39.138924 -0.285066
-1.823934 -12.157380 -0.850596
0.147347 -5.513857 0.122762
0.049230 12.856014 0.048237
-0.058687 -1.066122 -0.005982
4.130359 -33.815242 2.539497
0.371775 -52.547654 -0.008034
-6.080300 15.316751 -2.651537
0.501485 -4.434872 0.308487
-0.674444 26.060993 -0.185591
0.406948 -23.127398 0.217623
-0.494713 3.162404 -0.219152
0.016063 13.244842 0.018768
-0.019462 7.154737 0.032180
0.772614 24.173400 0.365867
0.969352 -46.540199 0.244182
0.477501 12.549830 0.438128
-0.136217 25.664285 -0.136613
0.257249 -22.272573 0.208801
0.866329 14.279054 0.392814
0.529523 -7.024060 0.259736
-0.389893 -17.334063 -0.214234
0.166422 -19.533680 0.160607
-2.524165 5.263531 -1.279319
-0.861782 31.363486 0.039386
0.732376 -48.653703 0.354305
0.298113 6.780323 0.141331
-0.288271 10.773347 -0.120203
-0.049023 24.170765 -0.055804
0.406684 -5.913404 0.174752
-0.499860 -8.350000 -0.327730
-0.151634 -12.987819 -0.055744
3.622251 -7.533384 1.984732
-2.189460 -73.488845 -0.471979
-1.482388 -7.182471 -0.596316
-0.123678 40.581823 -0.134986
1.037464 -13.017660 0.456418
0.477681 -17.248004 0.053017
0.419367 48.212192 0.255134
-0.522085 -7.386815 -0.221420
1.150229 -13.949319 0.328249
1.035680 -21.594126 0.357104
-0.688072 -42.513727 -0.455694
-0.275300 -12.218835 -0.249253
-3.505689 -64.913773 -1.302388
2.444018 -7.596720 0.214106
-1.106093 2.395264 -0.371192
0.285917 21.469835 0.050805
-0.260699 23.012007 -0.055440
0.639206 22.649852 0.308107
-1.167082 23.709015 -0.549491
0.294967 -23.520772 -0.008019
-0.347820 -13.099192 -0.233380
0.113384 -27.093956 0.072029
-0.739951 -52.741146 -0.245530
0.758657 -8.933049 -0.188216
-1.583745 48.513961 -0.441393
0.639759 -40.286276 0.494911
1.787821 15.714702 1.343287
0.186583 -1.092462 0.056250
-0.103658 -13.776273 -0.036475
-0.251172 -10.867574 -0.175838
-0.092460 -1.965797 0.041851
0.269681 47.630321 0.033939
0.047395 4.198265 -0.045637
0.096727 -45.940531 0.250608
0.153005 17.084883 0.251772
0.295850 25.700702 0.222367
0.529723 5.207108 0.299505
-0.359537 -2.890062 -0.259338
0.519358 30.137613 0.202208
0.059010 9.456228 0.030107
-0.983497 -16.311423 -0.551541
-0.644332 35.428315 -0.429523
4.189457 -0.254942 2.209874
0.388580 -22.245620 0.217657
-3.823131 70.247397 -1.199179
-0.240107 -15.805034 -0.127223
0.367859 -23.831609 0.279069
0.400493 36.044856 0.321728
-1.205758 -60.674862 -0.197235
2.258351 -24.208699 1.404968
3.377464 7.891411 1.888226
-1.143528 0.163895 -0.482262
0.221230 -4.471329 -0.137154
-1.730159 40.467824 -0.905542
2.867889 74.204187 0.720349
2.706936 -9.935868 1.134324
3.918542 4.662884 1.330016
-0.159164 -8.562126 0.055934
0.562905 0.926475 0.412187
-0.013005 -51.289543 0.160786
3.236115 13.006799 1.842339
-3.124206 50.443996 -0.608749
3.710308 40.915041 1.180580
-0.477312 -27.101884 -0.086167
0.267169 51.726414 -0.155605
2.162299 -18.293845 0.643391
-5.194075 -0.316147 -0.351811
-13.122704 -39.821407 -3.988904
8.353234 -59.937730 2.604480
-1.107517 -6.882994 -0.419847
0.406964 -4.572613 0.294661
0.095011 -37.939208 0.128090
0.117520 10.350532 0.049321
0.397572 -1.730657 0.233911
-0.266235 -11.068546 -0.079295
0.631115 65.267393 0.228291
-1.885807 20.412895 -0.739338
0.870688 -4.639417 0.815600
-3.435684 33.339846 -0.887445
-3.811732 26.647686 -1.684457
0.340907 -47.232474 -0.519567
-0.502361 -42.610022 0.339167
-0.343779 58.792005 -0.091302
-2.696614 -2.798839 -1.484189
-1.110007 9.008583 -0.903206
-0.340572 -47.338334 -0.071838
-1.736740 -51.624352 -0.271136
-1.044935 -30.274924 -0.842983
-0.240865 -35.359726 0.093891
0.195980 -37.506537 0.139192
-0.016407 -28.554492 -0.029441
0.565813 20.784797 0.300063
-0.721442 -6.887643 -0.281727
-0.168566 -24.482081 -0.031932
0.463804 -31.364802 0.413461
-0.122445 -27.759766 -0.167038
-0.335206 -3.928036 -0.176440
0.896854 18.051644 0.504707
0.841712 40.252016 0.537035
-0.304438 -37.535257 0.016912
1.168092 41.700576 0.554782
-1.440931 -1.129571 -0.448445
0.082047 -46.146145 0.101752
3.008332 -66.869250 1.118429
0.526363 -5.105777 -0.337017
0.014009 1.992431 -0.002850
0.013387 -2.467945 -0.006045
0.204986 2.232356 0.080317
-0.315929 -17.823120 -0.157341
-0.091472 6.906544 -0.056617
0.034000 2.259260 0.020729
0.585496 26.027951 0.272847
-0.904594 -56.631478 -0.304915
0.680625 11.736744 -0.140216
0.498461 -2.312420 0.201527
-0.256579 4.718543 -0.201913
-0.037993 -27.720125 -0.006625
-2.293636 41.287076 -1.058104
1.719187 32.143408 0.784557
-1.109863 4.142988 -0.416985
-0.285232 19.459829 -0.353718
0.014835 32.166176 0.064313
-0.617733 -29.805999 -0.366896
-0.081442 -19.280831 0.056803
0.196353 15.678969 0.122794
0.758226 0.292069 0.295194
-0.588379 5.763631 0.776009
6.537956 -19.368222 1.953323
-6.958325 -79.612931 -1.091765
0.375731 -32.053215 0.152103
0.724644 48.383336 0.235147
-0.624006 3.601677 -0.365508
2.554808 18.407290 0.700168
2.304440 55.179324 0.140471
-2.899453 59.129183 -2.006441
-0.464148 -37.788200 -0.126498
-0.779988 -20.038641 -0.200722
-0.726848 1.975714 -0.236779
-0.781290 -12.642884 -0.663112
0.953553 -20.020062 0.224372
2.757787 41.933292 1.166737
1.386052 33.992729 0.497226
-0.106001 17.606712 0.101181
0.947713 10.830169 0.403112
1.174109 1.061406 0.637968
0.194198 -8.300621 0.000935
0.560628 30.646509 0.316494
0.815210 2.657573 0.397828
-0.051049 28.733632 0.020777
-0.539473 -5.748891 -0.319231
0.034120 6.000991 -0.016973
-1.444078 -8.849718 -0.773709
0.311105 49.245982 0.226339
-0.036249 15.210059 0.014407
0.227688 -3.646931 0.072865
0.105827 -14.084853 -0.025978
-0.287733 -3.761642 -0.147985
0.166180 -16.659218 0.069823
-0.141873 -5.117071 -0.024143
0.276936 10.192197 0.129814
0.202423 -11.522350 0.086092
-0.143642 10.182594 -0.144873
-0.017995 -9.645246 -0.038801
-0.002133 -1.905627 -0.030931
0.360327 1.758527 0.177147
-0.007598 -13.632404 -0.037772
0.078936 -3.619729 0.017898
0.120860 1.601437 0.063582
-1.252343 64.445857 -0.924116
1.307978 -11.158602 0.490105
0.978782 1.906491 0.104321
0.271959 26.350899 0.132244
-0.523517 -29.020856 -0.306954
0.730765 -14.395813 0.345506
-0.140037 -36.014075 -0.073047
-0.020442 -6.838235 0.032958
0.553729 23.146563 0.264120
-5.369931 28.298310 -2.308900
-4.176130 83.197245 -2.208214
-2.709867 -25.438427 -1.179453
-0.204336 11.629203 -0.101686
0.109489 14.907706 0.084403
0.386627 6.119787 0.177728
-4.465214 -54.994143 -3.059529
-4.414662 -34.353725 -3.401964
0.781739 48.222735 -0.484492
1.913685 7.487937 0.978641
8.074748 71.168078 1.724907
-0.208776 -52.814924 -0.070838
-0.214461 2.327043 -0.093575
-0.489775 6.401696 -0.245047
-0.389405 -24.182250 -0.245244
-0.109680 -12.292558 -0.085082
-1.122237 -0.619925 -0.497071
0.276524 31.365398 0.042210
-1.102882 39.784470 -0.288608
-0.254894 -32.420002 -0.038127
-0.590599 26.803737 -0.225455
-0.084752 -10.407251 -0.177743
0.492181 -8.238578 0.165192
1.076321 24.941703 0.524620
0.737210 21.063178 0.411817
0.344195 -16.060961 0.329698
-0.406278 8.652594 -0.102805
-0.222202 -20.061927 -0.152038
-0.073468 -19.413924 -0.031763
0.403835 4.469341 0.099579
0.906209 -6.010326 0.323680
1.101474 -0.108303 0.622282
-0.085789 -35.154538 -0.039457
-0.629099 15.967221 -0.131079
-1.174100 -34.344699 -0.652051
-0.423154 -55.410073 -0.054704
-1.234923 2.440662 -0.582448
1.518871 53.911558 0.534287
0.160799 -10.436527 -0.025101
-0.444270 -67.571648 -0.337929
1.769947 -15.401777 0.863396
-2.093048 -11.047023 -0.970314
0.303768 -36.974539 0.037845
-0.990888 -25.532949 -0.198681
-0.513978 -8.338347 -0.422596
2.512758 -19.142796 1.031406
1.325557 38.067752 0.977281
0.548528 39.440421 0.540121
-1.920512 43.456575 -0.707811
-1.764616 33.740631 -0.677979
0.612936 -17.975549 0.204263
-0.120243 -15.107796 -0.089629
0.474931 0.064506 0.274333
0.181586 12.786470 0.107852
-0.254337 -23.777448 0.014425
0.147166 -17.135104 0.205919
-0.452355 36.064861 -0.095423
-1.587012 -51.525514 0.074621
-0.913898 41.426721 0.317200
3.747209 9.408877 1.797906
-3.976192 -20.971025 -0.383144
-2.665787 -66.237530 -1.384995
4.679138 49.321102 1.227968
0.264594 24.392506 0.129925
0.018097 10.125735 -0.143074
-0.236574 -31.302084 -0.089450
0.078073 40.384845 -0.135928
-1.031797 40.859074 -0.710542
-0.321205 22.969803 -0.023257
-3.319074 10.723823 -1.089168
-0.973561 -58.576587 -0.702278
-0.273142 5.770712 -0.063165
-2.021638 -24.843403 -0.243204
-0.960891 10.956321 0.149730
2.895907 69.395991 1.216490
-0.212526 18.424750 -0.113825
-0.166713 25.856298 -0.054406
-0.274222 -4.275087 -0.161604
-1.181068 -3.828051 -0.600049
-0.273438 -6.819042 -0.043931
0.944793 -51.893341 0.326507
-0.082012 -12.708735 -0.068916
0.362252 9.896501 0.229877
-0.017650 -0.685670 0.010597
-2.578332 41.362828 -1.838829
-1.386652 15.766208 0.077460
2.478881 -51.966706 1.062429
-0.005744 0.023902 -0.061050
-0.013751 0.001271 -0.010475
0.184236 0.005343 0.112636
2.551744 36.325401 0.923159
1.353340 -44.642103 0.256583
0.107058 35.596095 0.329616
-0.130715 3.694329 -0.011089
0.054005 -12.560583 -0.004058
0.027547 4.529198 0.036961
1.110322 41.732161 0.244216
-2.236227 5.215523 -0.721512
-0.907113 -45.625455 -0.813737
-0.705549 23.241298 -0.343280
-0.379070 -15.204122 -0.215206
0.311210 -2.822207 0.168477
0.443711 -13.254416 0.249602
-0.258040 -18.444205 -0.164809
-0.426391 -0.237889 -0.150226
0.784792 52.104125 0.593873
-0.605239 -50.782625 -0.407679
2.820635 39.034016 0.571126
0.302180 -42.916210 0.497969
2.323141 6.204648 0.737946
2.301091 42.942290 1.008673
0.209406 -8.868490 0.065608
0.234496 8.443565 0.079400
0.160518 2.664250 0.118622
0.140167 -9.582471 0.145923
1.372310 14.552478 0.795112
0.990274 -44.019701 0.430336
0.712455 9.114779 0.172402
0.320541 -18.797909 0.280729
-0.442484 46.402064 -0.297261
-0.265362 -6.616897 -0.116781
1.155553 18.032058 0.585393
-0.119822 -40.993172 0.002773
0.015045 -18.003706 0.049456
-1.461855 -45.342950 -0.367705
0.286200 -27.707558 0.280046
-0.191690 -19.022574 -0.211893
0.055360 -9.369124 -0.037854
0.455858 15.623097 0.261960
0.170196 -69.553609 0.275327
-0.243752 23.262165 0.535538
-1.545445 -11.005635 -0.561734
-0.379753 27.970218 -0.178697
-0.485040 -2.054775 -0.382853
-0.949827 -18.544384 -0.492104
5.333725 24.908719 1.958750
1.624122 -64.134555 0.068881
-2.272304 19.812373 -1.240620
-0.007501 -6.000238 -0.019412
0.049313 -16.631924 0.047905
-0.528556 1.795449 -0.257851
0.929442 -30.986147 0.421270
0.085641 29.857610 -0.164883
-0.580729 -25.664653 -0.421240
-2.170000 -75.274253 -1.059968
0.037331 -3.462362 0.253634
-5.213040 -8.265609 -2.056391
2.237922 -0.658512 1.271776
0.606108 -13.185188 0.897278
-2.043206 55.817947 -0.593190
-1.124238 5.915445 -0.643231
0.975271 33.259166 -0.092653
1.434684 65.187043 0.555698
0.238589 -4.371393 -0.096036
-0.795999 -6.818471 -0.413345
0.943842 -31.951325 0.469321
0.815865 -5.946642 0.318930
-0.594972 34.446409 -0.379793
-0.411165 -15.400197 -0.106659
-1.902243 17.230128 -0.574927
0.408666 66.457890 0.416019
2.664733 -28.212034 0.488909
1.804031 50.981372 0.340105
-0.143627 40.793135 -0.322289
2.020256 -6.812619 0.342870
0.081982 6.673001 0.030863
0.336726 14.295208 0.106722
-0.285408 22.658505 -0.135962
-0.020968 22.498447 0.237444
0.145231 -25.861859 0.049547
-0.703342 20.330647 -0.049805
0.323024 8.981203 0.142017
0.004345 15.669017 0.072236
0.468728 -23.717286 0.119918
1.661099 37.349007 0.104224
0.223249 23.984303 -0.012740
1.306406 -67.953662 2.721296
-0.828213 -2.869173 0.300521
-1.602101 64.104121 -0.235128
-2.735266 -55.217556 -1.923327
0.415055 5.285966 0.040955
0.218531 48.168453 -0.289271
-0.895688 6.984595 -0.631914
0.481440 32.451695 0.247052
0.246345 19.811164 0.113845
0.376080 14.561918 -0.065718
-1.560403 -35.735545 -1.773165
2.254556 -56.256758 0.913486
-0.512465 -38.310344 -0.241377
-0.985502 -7.991834 -0.461984
0.417805 -7.416837 -0.287132
1.902832 -68.837797 0.479168
1.016414 -49.115435 0.550653
0.787581 -18.352506 0.120598
-0.555626 -6.999647 -0.028074
5.211470 48.660980 2.404083
2.240260 66.530913 0.425055
-3.875284 11.232451 -0.598719
-0.930924 49.953147 -0.545053
0.574264 10.177702 0.338067
-0.423023 9.969104 0.037669
0.731775 -53.885825 0.055907
4.105356 13.878294 1.288783
-0.932221 2.687690 0.158440
-0.632545 15.544122 -0.520309
-0.789384 -32.225154 -0.295762
-0.474083 31.840142 -0.065904
-0.220421 -74.852917 -0.452458
-1.047405 12.082947 -0.478348
0.415063 -0.590501 -0.625966
-0.407159 22.249728 -0.275972
-0.915503 -0.951904 -0.429606
0.505250 -24.220728 0.252261
-1.851496 -61.551455 -1.005980
-0.059869 -16.576007 0.210897
1.904678 -13.243463 0.657204
-0.174364 46.048166 0.088815
0.987900 38.675023 0.599405
3.523813 17.329850 1.555466
0.367973 -15.327558 0.198763
-0.055832 16.780686 -0.032338
-0.609516 -7.848955 -0.168454
0.150888 -21.668408 0.117136
-0.068695 0.979516 -0.115062
-0.397797 11.081041 -0.152661
0.478101 0.206496 0.145974
-0.610236 -4.379168 -0.357010
-0.197028 25.532354 -0.081447
0.761728 3.018093 0.282016
-1.171150 35.026802 -0.617260
0.373493 -13.632475 0.106895
0.699963 -35.641501 0.201223
-1.983117 38.235773 -1.366911
0.071195 -39.969116 -0.184258
0.910910 -34.349183 0.225644
-2.657871 -10.450453 -0.663080
-1.254440 43.578987 -0.628184
-0.308793 4.986532 -0.187421
0.257677 12.724934 0.099501
-0.095041 8.279598 -0.051517
3.132616 -37.263958 0.763497
1.213524 41.755899 0.781828
5.074750 -34.096927 2.115229
0.025647 12.200916 -0.133769
0.173045 -16.131162 0.026866
0.189266 21.406421 0.116631
2.054490 32.232302 0.945524
0.408880 8.403856 -0.006795
-0.289895 -22.693205 -0.050062
-3.374420 85.168998 -1.531171
2.801321 -19.184751 0.349167
3.022211 13.174007 1.358378
-1.586027 37.476163 -0.471241
0.036188 18.747018 0.323911
-0.353318 4.541976 -0.374896
0.642178 -28.567686 0.092837
0.553825 39.587627 -0.209023
-0.822504 5.622037 -0.088309
0.461484 -0.132609 0.192357
0.096745 7.628563 0.048171
-0.017512 25.698814 0.083925
0.734482 -53.863087 0.498395
2.175043 -7.411542 1.205445
-0.944204 -6.387728 -0.821832
-0.292648 -4.338997 -0.149531
-0.029639 -11.511780 -0.041889
0.230620 -2.712441 0.106726
0.041141 -10.961814 -0.077742
0.197747 -5.695522 -0.051839
-0.065809 30.254069 0.020004
1.847675 -15.061011 0.698634
-0.385117 -3.436912 -0.122272
0.779589 45.314302 0.442607
-0.148639 12.942771 -0.099664
-0.060967 -5.728054 -0.017251
0.140640 3.792772 0.125030
-3.123557 1.482260 -1.448067
