#QM    interpInQMgrid400k    MM
-0.180020 -0.129105 -0.044627
-0.892407 -0.659896 0.067070
-0.247456 -0.229482 -0.090824
-0.135845 -0.146075 0.009992
-0.395048 -0.387255 -0.216709
0.405416 0.406516 0.344084
0.463495 0.363335 0.378177
-0.210438 -0.144031 -0.134757
-0.552487 -0.385244 -0.002564
0.975928 1.016008 0.714183
-0.094449 -0.114937 -0.000653
-1.442529 -1.523267 -0.583604
4.716995 4.669379 3.141860
0.896267 0.905154 0.258609
-1.047840 -1.048459 -0.523916
0.628583 0.355192 0.330545
-0.339007 -0.554555 -0.162528
0.745980 0.655451 0.249063
0.048313 -0.052127 -0.077794
0.894039 0.894938 0.040131
0.070806 0.127459 0.386380
-0.518491 -0.464201 -0.186985
0.930830 0.772620 0.518615
-0.912391 -0.973139 -0.471750
12.194139 11.616516 7.058134
-2.654948 -2.722850 -0.869054
-0.807351 -0.733398 -0.448432
0.469118 0.584013 0.290615
0.272515 0.288758 0.222791
0.153755 0.166725 0.134738
-0.006934 -0.289395 0.016162
-0.454827 -0.656831 -0.271315
0.016131 -0.028262 -0.023210
-0.890562 -1.052373 -0.678197
-1.154295 -0.974055 -0.656153
1.811742 2.178238 0.953050
-0.456238 -0.387857 -0.034263
1.126448 1.086856 0.618012
-1.231622 -1.099015 -0.672855
-0.512691 -0.565011 -0.227851
-0.631313 -0.709425 -0.378713
0.691069 0.747820 0.437100
0.094181 0.080498 -0.000760
-2.129975 -2.100546 -0.955283
0.149231 0.139623 0.061598
-1.575966 -1.663892 -0.960860
1.361250 1.657357 1.056963
-0.101802 -0.041925 -0.178046
-0.306311 -0.259412 -0.024175
-0.863405 -0.736830 -0.081952
7.092668 7.114190 5.256551
-0.694216 -0.808009 -0.327908
0.429612 0.463551 0.211847
-0.852836 -0.897211 -0.197502
-0.440546 -0.439772 -0.214944
-0.615342 -0.735517 -0.978841
-0.556459 -0.541542 -0.265750
-3.710736 -3.682614 -1.995133
0.075954 -0.071248 0.306499
1.165088 1.163783 0.121603
-0.535063 -0.598347 -0.274105
-0.820866 -0.662769 -0.419128
-0.054479 0.026976 0.050384
-0.323102 -0.323098 -0.145685
-0.490324 -0.462614 -0.272917
-2.315875 -2.326378 -1.178969
-1.181293 -1.216466 -0.558077
0.910519 1.000212 0.550681
-0.747386 -0.857033 -0.343028
0.158585 0.096085 0.031597
0.330175 0.250156 0.180716
0.019452 -0.010129 0.018832
-4.310816 -4.326400 -1.942607
0.901098 0.906030 1.765331
0.842179 0.813519 0.499397
2.409001 2.682541 0.532402
-0.035791 -0.061213 0.042662
-1.837155 -1.818384 -1.009919
-0.354343 -0.373882 -0.179960
-1.145891 -0.685153 -0.597324
1.078876 0.968064 0.577863
-0.579811 -0.615615 -0.251989
1.353523 1.302323 0.681910
-0.278283 -0.279557 -0.222310
-0.651711 -0.445246 -0.288663
-0.714529 -0.673014 -0.206490
2.926696 2.918613 0.730719
0.321603 0.239556 0.210306
-0.638049 -0.511962 -0.334247
0.490092 0.657926 0.313306
0.416215 0.384750 0.337789
0.597074 0.707813 0.416858
-0.368745 -0.509104 -0.729640
0.022408 0.080634 0.084727
-0.250993 -0.282977 0.104381
0.079267 0.103835 0.085171
-1.536388 -1.535005 -0.703603
4.542506 4.551292 3.610525
3.010563 3.027395 2.008211
0.715329 0.643755 0.392490
0.304774 0.131225 0.048546
0.024136 -0.237949 -0.086015
0.583620 0.667327 0.353335
-0.092905 0.047776 0.100806
-0.377707 -0.576556 -0.274719
0.495747 0.472470 0.432835
2.280972 2.309188 1.274197
-0.875173 -0.874719 -0.468205
-0.673761 -0.618982 -0.166450
-0.198231 -0.272647 -0.152099
0.214887 0.194403 0.092147
0.856494 0.975102 -0.767882
0.414650 0.390940 0.274665
0.365822 0.449780 0.271370
2.497708 2.454653 1.239300
2.439103 2.489392 0.595630
-0.224570 -0.132090 -0.173098
0.251384 0.256876 0.228116
-0.169536 -0.162367 -0.127454
0.190995 0.155506 0.119425
-0.377065 -0.502678 -0.207234
0.114826 0.106223 0.195258
0.264384 0.257048 0.230556
0.023066 0.032434 0.090546
-3.494815 -3.522671 -1.819974
-0.021658 -0.048343 -0.042461
-0.668613 -0.781558 -0.330338
-1.655634 -1.552038 -0.696123
-0.588450 -0.527911 -0.283533
0.941421 0.935971 0.459712
0.127571 -0.028253 0.108173
-1.205367 -1.130405 -0.263589
0.190220 0.122962 0.164030
-1.534065 -1.462234 -0.768198
-0.311174 -0.257398 -0.159549
0.103597 0.118458 0.054977
2.708835 2.655596 0.165398
0.501926 0.374528 0.244590
-1.524896 -1.461753 -1.089610
0.096685 0.053643 0.128241
-1.118206 -1.156334 -0.105831
5.509566 5.429695 2.472520
-0.241462 -0.323583 -0.266810
-0.919145 -0.853958 -0.346209
-0.065088 -0.148322 -0.029803
0.645435 0.654983 0.554585
0.483330 0.356613 0.213560
0.424489 0.441349 0.271246
0.318562 0.307077 0.175325
0.152825 -0.012569 -0.015815
0.401554 0.602572 0.370998
0.333799 0.435842 0.138448
-0.613083 -0.580481 -0.227385
-0.088439 -0.075758 -0.072946
6.866778 6.856345 3.592855
1.058781 1.000099 0.262547
-0.336994 -0.342265 -0.123383
0.351497 0.396500 0.219137
-0.106343 0.072626 0.392836
-2.429757 -2.175831 -1.544391
0.233533 0.267040 0.086812
3.790334 3.796703 0.764525
0.551008 0.557815 0.289813
-1.773182 -1.773168 -0.966039
-0.290634 -0.272085 -0.151982
-0.077720 -0.076399 -0.089573
-0.540930 -0.559016 -0.304650
0.282895 0.214918 0.111399
-1.651979 -1.691118 -0.756510
-1.406190 -1.429772 -0.153890
2.491178 2.805920 1.371448
-0.625620 -0.536984 -0.347808
-1.443287 -1.192841 -0.614376
5.970569 6.218244 2.018210
0.191536 0.072515 0.184939
0.098579 0.118340 0.204025
6.717374 6.539763 6.817831
0.214537 0.160165 0.032170
-0.565167 -0.593545 -0.426322
-0.084655 -0.052587 0.508485
-2.001418 -1.988776 -0.878879
-2.057607 -2.091630 -1.672046
-0.541883 -0.444096 -0.237341
-0.003488 0.036860 0.049600
-0.217080 -0.319662 0.135429
6.677633 5.797430 3.151558
0.225954 0.228540 0.145377
-1.475500 -1.456248 -0.665505
-0.081827 -0.081784 0.030071
0.796936 0.574234 0.086633
-3.859459 -3.775074 -2.065706
-1.336246 -1.601599 -0.688903
1.144845 1.133632 0.619460
-0.383904 -0.495046 -0.267497
0.220885 0.194437 0.134344
-0.253455 -0.287627 -0.185948
-0.653438 -0.718965 -0.375544
-0.457254 -0.435570 -0.245525
-1.230714 -1.258162 -0.530062
-0.301623 -0.144665 -0.122806
0.597612 0.447760 0.315271
-0.128722 -0.131815 -0.114336
0.311068 0.327067 0.285824
0.250706 0.287357 0.135836
-0.145254 -0.132006 -0.074796
-0.041981 -0.054608 0.038430
-0.766012 -1.155899 -0.595330
0.179791 0.281809 0.269681
0.304820 0.399153 0.234510
-0.667637 -0.593402 -0.142015
-0.954830 -0.856254 -0.458814
-0.111336 0.001537 -0.037041
-0.358753 -0.356304 -0.165497
0.459487 0.517062 0.336201
0.685449 0.821877 0.370204
-0.308717 -0.270277 -0.137807
0.329277 0.233255 0.181068
2.071998 1.895918 0.909306
-0.277406 -0.221152 -0.110178
-0.385387 -0.413923 -0.218048
-0.293492 -0.428828 -0.085385
-1.300501 -1.301820 -0.277965
-0.716350 -0.533890 -0.326272
-2.758682 -2.705328 -1.205662
-0.310504 -0.154993 0.047300
-0.751697 -0.697642 -0.341883
-0.880995 -0.868274 -0.504607
-0.153649 -0.094617 -0.097602
2.969128 3.582315 0.768997
-0.195333 -0.191399 -0.135770
-0.432332 -0.419537 -0.223911
-0.396791 -0.229593 -0.228736
-0.296023 -0.357255 -0.210019
-0.001767 0.060583 -0.031361
4.734857 4.750769 3.076400
-0.015070 -0.182312 0.036810
-1.356314 -1.351949 -0.592167
-0.168925 -0.072762 -0.124321
-0.549710 -0.655499 -0.318861
0.239158 0.206126 0.066515
-0.005750 -0.000878 -0.125872
0.291925 0.340978 0.278319
0.406548 0.675430 0.436657
-0.566742 -0.558176 -0.218437
0.068536 0.055657 0.086410
-0.857497 -0.865446 -0.526151
0.054797 -0.048233 -0.597681
0.004727 -0.043407 -0.448751
-2.369448 -2.416410 -0.463717
0.292995 0.312065 0.159905
-0.040334 -0.002814 0.009857
0.940483 0.789107 0.431238
-0.538255 -0.556549 -0.311085
-0.322900 -0.310888 -0.142120
-0.257256 -0.284406 -0.234245
-0.755177 -0.684577 -0.422817
-1.479472 -1.465141 -0.348435
-0.441205 -0.347729 -0.214961
-0.680343 -0.728416 -0.523347
-0.122680 -0.107738 -0.062323
-0.629674 -0.597399 -0.349777
0.834880 0.809322 -0.180502
2.451478 2.384271 0.425570
0.741580 0.435230 0.296508
1.294321 1.362374 0.769742
0.165871 0.173886 0.106759
-0.600629 -0.587737 -0.309742
0.935743 1.002624 0.627043
0.062194 0.091476 -0.007454
-0.365303 -0.344235 -0.161180
0.851793 0.859754 0.376340
0.042609 0.035830 0.165200
0.419449 0.272436 0.758914
-1.098145 -1.119783 -0.147235
-0.630670 -0.644265 -0.279635
-0.693451 -0.691647 -0.386887
-0.033584 0.000583 -0.020289
0.615357 0.627439 0.312360
1.020272 0.848986 0.582491
0.198509 0.189504 -0.046450
1.324938 1.313907 1.259891
-0.758038 -0.504171 0.042965
0.141151 0.212592 0.089217
3.366772 3.384980 3.219203
0.670227 0.653632 0.521651
-2.143499 -2.240114 -1.053743
0.318932 0.351364 0.197785
-0.045610 -0.038509 -0.072047
14.535331 14.493980 12.502145
-0.714803 -0.775733 -0.362389
10.067782 10.075942 9.798042
-0.525906 -0.751955 -0.276685
-2.192877 -2.207819 -1.015263
-0.094717 -0.002459 -0.073951
-2.260426 -2.011659 -1.365712
-0.610058 -0.604280 -0.263877
-0.000506 0.029591 0.069236
-0.809324 -0.747528 -0.141304
-0.011519 -0.177085 0.070599
-0.019227 0.004851 0.002425
0.295757 0.164287 2.346069
-0.224290 -0.088553 -0.125520
0.667706 0.597855 0.447454
-0.145435 -0.110753 0.100873
2.670740 2.660123 3.104033
-1.598504 -1.564447 -0.771811
3.869673 3.851667 1.704308
-0.298140 -0.382712 -0.011314
-0.553519 -0.545761 -0.271554
0.848727 0.869426 0.566832
-1.780940 -1.800451 -0.781994
-1.033584 -1.023926 -0.861523
0.057621 0.091830 -0.021866
-1.470663 -1.453607 -0.838019
-0.334830 -0.255482 -0.164012
0.659730 0.577350 0.701677
-0.936709 -0.916515 -0.395179
-0.473511 -0.433345 -0.254628
0.111698 0.165858 0.479017
1.490448 1.388669 0.558536
0.157428 0.144735 0.151468
-1.068566 -1.026730 -0.494889
0.383718 0.379275 0.356162
0.455353 0.396409 0.244685
-0.801221 -0.828058 -0.279858
-0.996873 -0.877787 1.380791
2.043813 2.091647 0.050789
-0.202662 -0.158280 -0.109899
-1.882497 -1.838007 -0.970412
-1.897337 -2.029977 -1.069548
0.128518 -0.068254 0.043091
-0.785239 -0.796648 -0.513091
0.186509 0.136914 -0.706425
-0.837137 -0.899340 -0.052390
8.012890 7.994705 3.520460
-3.161787 -3.433123 -1.502110
0.676216 0.659178 0.336342
0.505902 0.538123 0.467766
-1.716402 -1.724853 -0.728370
-0.373189 -0.320926 -0.187847
-0.788769 -0.799280 -0.407890
0.128379 0.030610 0.439302
-0.347428 -0.229362 -0.304139
-1.582600 -1.646791 -1.036758
0.103390 0.104205 0.026953
1.557929 1.451866 0.737590
0.168344 0.193709 0.071662
-1.910282 -1.904149 -1.253859
0.650625 0.781673 0.343148
-0.359269 -0.417340 -0.153775
-1.325701 -1.440425 -0.271611
-0.205925 -0.147357 0.040953
-0.571322 -0.536534 -0.291538
0.137395 0.204453 0.131137
3.183098 3.189554 1.573608
-0.897384 -0.909348 -0.459670
-0.621007 -0.778902 -0.332983
-0.008757 -0.104326 0.038141
6.116048 5.922631 2.461234
7.655374 7.853787 7.208080
-0.156637 -0.162629 -0.185003
1.414951 1.544233 0.915079
26.158474 27.215235 11.513993
-0.959592 -0.960530 -0.553159
0.145471 0.166805 0.136567
-0.300158 -0.303989 -0.125831
-0.360268 -0.397590 -0.181243
0.125719 0.123296 -0.001980
0.320446 0.345908 0.313951
-2.849390 -2.881718 -1.181516
-0.616788 -0.685682 -0.277288
-0.614900 -0.522112 -0.730930
0.088404 0.016724 0.057852
31.828696 30.814060 8.124973
-0.711017 -0.751651 -0.463434
0.153922 0.202933 0.139737
-3.221971 -3.212965 -0.769278
-1.895442 -1.759064 -0.744955
-0.199616 -0.277192 -0.033887
3.375915 3.567680 0.956483
-0.724014 -0.723869 -0.369734
-0.314090 -0.283414 -0.218442
0.294515 0.423835 0.372621
0.119869 0.163594 0.028565
0.734624 1.050993 1.086893
-0.947623 -0.861633 -0.365107
16.932655 16.201978 7.947692
-0.233999 -0.391219 -0.204351
-2.520203 -2.389704 -1.841071
0.144097 0.001780 0.112654
-1.392170 -1.471490 -0.715543
0.129245 0.170048 0.092269
-0.424200 -0.603728 -0.163299
-1.416179 -1.507145 -1.816292
-0.339960 -0.325568 -0.168276
-0.337937 -0.258205 -0.124227
7.545175 7.449813 1.450487
-0.175551 -0.257284 -0.332898
0.004595 0.193302 0.049622
-1.717374 -1.730834 -1.224897
1.390254 1.382561 0.282632
-0.511351 -0.760377 -0.293441
0.167368 0.286004 0.215587
2.983747 2.968059 2.153067
0.491917 0.429631 0.223735
0.907788 0.696324 0.555825
0.202359 0.215427 0.110392
-1.951886 -1.939250 -0.936846
-1.038206 -1.049833 -0.580501
-1.885348 -1.865878 -0.547870
-0.028310 0.030330 0.044337
-0.701049 -0.581808 -0.414216
-0.770243 -0.778156 -0.318583
-0.261500 -0.258196 -0.081888
-0.324378 -0.271811 -0.163348
-0.523292 -0.538287 -0.245549
3.299856 3.236812 2.547774
-1.623593 -1.399737 -0.766806
-0.746516 -0.686990 -0.300130
-1.653814 -1.536953 -0.777748
-0.234836 -0.145608 -0.069679
0.105810 0.067864 0.029920
1.678164 1.596901 0.860565
5.967221 5.754881 2.461986
-3.403894 -3.257635 -1.981472
-1.510314 -1.555828 -0.695178
0.650004 0.576661 0.412089
-0.610564 -0.642420 -0.285091
0.191918 0.189048 0.187837
0.264275 -0.052160 0.112882
-0.840919 -0.895448 -0.177458
0.238534 0.256907 0.354795
0.172956 0.147736 -0.090190
1.132442 1.099554 0.730178
0.350154 0.481858 0.231342
-0.281152 -0.314693 -0.318530
-0.466431 -0.402652 -0.017965
-0.238551 -0.166115 -0.251181
0.523274 0.400643 0.263535
-0.186063 -0.111685 -0.073126
0.217876 0.203212 0.086408
3.479388 3.474846 1.227608
0.523581 0.392629 0.332013
0.604918 0.647089 0.356137
0.027023 -0.031730 0.091976
1.828310 1.822260 0.913268
-1.533723 -1.418568 -0.702291
-2.716869 -2.555571 -1.038320
0.738924 0.691364 0.335432
-0.375980 -0.284102 0.275255
0.532488 0.572671 0.298945
1.126169 1.085604 0.796490
-0.757474 -0.730623 -0.352909
4.996402 4.845338 1.696167
0.831766 0.764967 0.286276
0.056704 -0.099375 0.012142
0.207624 0.188823 0.010797
0.006150 0.055386 0.004191
0.844324 0.886013 0.419839
5.397456 5.300523 2.038136
-3.808195 -3.589364 -1.901082
-0.232713 -0.228054 -0.121403
-2.191028 -2.157271 -0.921253
5.909447 5.786798 1.402037
-0.018155 -0.029818 0.502141
-0.339763 -0.061556 0.028918
1.246456 1.005630 0.298600
-0.780212 -0.784409 -0.374467
0.297847 0.286587 0.170301
3.350575 3.346156 1.660255
-0.816820 -0.722112 -0.310264
-0.250305 -0.259157 -0.620685
-0.329321 -0.272600 -0.217079
0.516629 0.525139 0.383866
1.443036 1.407760 0.853279
0.195808 0.107473 0.099019
-0.220132 -0.210816 -0.118495
-0.685671 -0.575112 -0.289220
0.345863 0.288625 0.436168
5.833262 5.767150 2.129915
1.151903 1.208194 0.075402
-0.139620 -0.123399 -0.066754
-0.077863 -0.300267 -0.002487
1.001271 0.988742 0.382272
-1.334994 -1.180497 -0.560651
0.491868 0.400459 0.438325
-1.339961 -1.291965 -0.719010
0.134918 0.221681 -0.188074
-2.222389 -2.205726 -1.102877
0.624906 0.672316 0.382813
-0.898245 -0.914240 -0.694470
-0.481642 -0.522560 -0.229485
-0.963190 -0.933538 -0.554636
0.730708 0.755668 0.169442
-0.432121 -0.483291 -0.255866
1.071563 1.021610 0.641044
-0.567421 -0.969447 -0.369569
-0.625326 -0.686860 0.117396
0.377768 0.470511 0.167904
-1.236118 -1.120341 -0.543065
13.857749 14.654613 3.171515
-0.526981 -0.468515 -0.265629
-0.391785 -0.543061 -0.176835
-0.158343 -0.118453 -0.103051
-0.662822 -0.700190 -0.347701
0.077354 0.096119 0.153191
-1.326549 -1.277794 -0.677460
6.979298 7.284005 1.829571
0.404620 0.283154 0.398790
-2.212563 -2.144229 -0.871927
0.899117 0.994777 0.768196
0.335249 0.348116 0.213976
-0.029496 -0.065241 -0.054044
-1.596132 -1.631072 -0.630884
-0.157791 -0.091581 -0.609857
-0.881245 -0.811436 -0.416914
0.162381 0.085684 0.044135
1.023086 1.034271 0.109765
0.956447 0.949093 0.812328
-1.107286 -1.356847 -0.628742
0.349355 0.348865 0.015895
-0.276903 -0.145335 -0.006753
0.921316 1.046952 0.564057
-0.071825 -0.237505 -0.181840
1.761563 1.578974 0.703208
-1.201421 -1.174464 -0.505833
0.439442 0.521584 0.276229
-0.846358 -0.785412 -0.232664
-0.512453 -0.215362 -0.097160
-1.430130 -1.456328 -0.793998
-0.429190 -0.369406 -0.247592
-1.846027 -1.712273 -0.938264
0.058225 0.048884 0.064036
-0.401707 -0.414779 -0.156893
3.381212 3.356281 2.880176
10.387069 10.343375 8.551153
0.122445 0.062369 0.062175
-0.402898 -0.330546 -0.270983
1.688017 1.649800 0.919995
-0.002830 -0.067464 0.034595
4.923163 4.893377 1.259035
-0.045801 0.006942 0.079754
-0.158432 -0.258245 -0.172373
0.263857 0.251783 -0.658145
-0.185854 -0.399298 -0.107243
-0.555836 -0.528494 -0.256876
0.117497 0.095325 0.098163
-0.549633 -0.600096 0.043057
-1.052763 -0.863979 -0.443661
-0.146197 -0.182444 0.077318
-1.623940 -1.648490 -0.306041
-0.054837 -0.073175 -0.046657
0.904802 0.672759 0.469995
1.852394 1.938078 0.766987
-0.940618 -0.913280 -0.760273
0.836040 0.849070 -0.002121
-0.543073 -0.507390 -0.246734
-0.483926 -0.439238 -0.267792
-1.828457 -1.979678 -1.279586
-0.518369 -0.554542 -0.211066
-0.451616 -0.477143 -0.241322
0.193384 0.178820 0.120160
-0.199466 -0.052968 -0.033748
0.329470 0.357931 0.140737
1.323110 1.195348 0.420075
0.412715 0.419434 0.474277
-0.489064 -0.543516 -0.000052
-0.033781 -0.042144 -0.033193
0.056194 -0.082795 0.204617
-0.368559 -0.455908 -0.302988
-0.136818 -0.075577 0.029167
1.209823 1.140937 0.073923
-0.851567 -0.910873 -0.415329
10.479310 10.859469 2.210781
-0.508545 -0.493013 -0.083243
2.186277 2.239267 1.206024
-0.672280 -0.727550 -0.329713
0.688546 0.733769 0.537325
-0.518857 -0.523879 -0.143584
-3.757020 -3.626117 -2.000019
-0.689569 -0.937015 -0.504978
1.630836 1.733565 1.191116
1.368743 1.395032 0.426988
-0.929788 -0.816642 -0.365382
-1.801914 -1.819592 -1.187117
-0.487613 -0.443350 -0.347395
-0.232708 -0.237533 0.200870
7.942963 8.113835 4.335173
0.068834 0.043130 0.007878
-2.334693 -2.311023 -1.121472
0.338448 0.170820 0.178963
-0.997733 -1.067900 -0.486269
-0.097675 -0.064022 -0.085605
-1.794006 -1.816102 -1.044739
0.962437 1.034089 0.487668
-0.253302 -0.254018 -0.212782
-0.552120 -0.510695 -0.274128
-0.039847 0.159855 0.094874
0.488950 0.555348 0.229740
-0.125043 -0.052654 0.030931
-1.325083 -1.307238 -0.694375
-0.983531 -0.929413 -0.136071
0.599718 0.574038 0.329534
0.563821 0.667036 0.350354
-0.150433 -0.154087 0.135301
-1.201989 -1.175713 -0.504142
-0.352407 -0.224822 -0.192322
-0.805966 -0.772030 -0.472142
0.849333 0.893729 1.194392
0.837367 0.813088 0.451337
1.077112 1.016402 0.301753
-1.316772 -1.270608 -0.599656
-0.012357 0.250287 -0.079937
0.222138 0.184219 0.106872
0.236276 0.212421 0.123044
0.125112 0.156731 -0.003813
-0.448450 -0.425241 -0.250919
0.107409 0.107061 -0.043199
-0.261821 -0.231066 -0.111996
-0.971116 -0.860001 -0.497871
0.115035 0.034436 -0.022044
-2.073683 -2.047919 -0.937380
0.028727 0.152024 0.060193
-0.096018 -0.094855 -0.028010
-1.939978 -1.702114 -1.091737
0.345472 0.406540 0.215394
5.278208 5.224882 1.381024
-0.373129 -0.346227 -0.169505
-0.534928 -0.420567 -0.187888
-0.186465 -0.167921 -1.154504
2.879472 2.491326 0.964939
-0.425873 -0.285854 -0.175046
-0.900060 -0.613356 -0.417789
0.259946 0.337540 0.143920
4.448465 4.476265 1.717139
-0.453840 -0.575007 -0.129075
-0.224585 -0.130777 -0.106768
-0.113872 -0.178428 0.060619
0.750051 0.796920 0.440369
-2.940118 -2.929277 -1.214504
0.965801 1.010444 1.707483
-0.443449 -0.322304 -0.249059
0.072845 0.076931 0.048199
0.020238 0.026216 -0.014518
-1.748376 -1.661048 -0.639815
2.709232 2.700632 2.696896
-0.563993 -0.566661 -0.373414
0.945457 0.506256 0.591113
0.618558 0.359226 0.372505
-1.420976 -1.381440 -0.528331
1.782468 1.787396 0.575394
0.660664 0.630599 0.249350
2.996355 3.044574 1.265649
-0.529656 -0.621477 -0.219564
0.194684 0.221456 0.106042
-0.300098 -0.206234 -0.196624
-0.698125 -0.908550 -0.465520
-0.836417 -0.848924 -0.816782
0.294740 0.192827 0.178594
0.615129 0.633239 0.510896
-0.264509 -0.183237 -0.229736
-1.545472 -1.595856 -0.627633
-0.555039 -0.575803 -0.367069
-0.980582 -0.978140 -0.452388
1.320172 1.250499 0.639485
-0.032723 0.114152 -0.047542
0.095486 0.060901 -0.025949
15.936814 16.295432 9.073803
0.693654 0.799193 0.352039
-0.117205 -0.184361 -0.224238
11.152879 11.191443 11.420711
-0.720547 -0.740883 -0.436056
-0.309881 -0.211895 -0.098760
-0.485383 -0.467932 -0.224303
-0.410386 -0.255090 -0.202856
0.296410 0.214911 0.208901
-0.308701 -0.219081 -0.149448
-0.911215 -0.917049 -0.396522
0.527554 0.573894 0.265697
-0.403740 -0.615882 -0.287289
-0.327504 -0.422899 -0.272695
-2.744318 -2.539072 -1.162611
0.430588 0.445951 0.220247
1.198302 1.135381 0.861044
-2.190181 -2.131895 -1.271153
-0.364155 -0.299791 -0.159668
0.794148 0.850144 0.563243
-0.413463 -0.583334 -0.063474
0.793024 0.782743 0.109804
-2.249994 -2.414819 -0.336934
0.067964 0.023038 0.055374
-0.381050 -0.354847 0.154785
0.366236 0.371361 0.165024
1.358607 1.362042 0.802651
-1.349973 -1.429822 -0.687847
0.558622 0.548345 -0.095089
-0.637174 -0.755317 -0.336301
0.314768 0.459626 0.237338
9.906103 9.247732 3.035818
-0.250073 -0.281916 -0.037195
-0.478823 -0.488960 -0.223288
0.337364 0.236444 0.179518
1.022489 1.014080 0.972575
-0.848996 -0.864539 -0.519103
3.941091 3.943232 2.107466
-2.799978 -2.705408 -1.143734
3.185123 3.185152 1.547966
-0.726616 -0.878050 -0.601742
-1.170328 -1.202569 -1.088492
1.104997 1.191868 0.940681
1.888980 1.818260 0.545733
-0.023389 -0.079965 -0.091760
-0.966973 -0.873272 -0.588831
-1.905620 -1.959478 -0.896785
-0.693355 -0.678995 -0.292589
-0.375596 -0.327875 -0.131393
-0.909468 -0.844163 -0.393938
0.620667 0.783961 1.390206
-0.144060 -0.120512 -0.175669
-0.533418 -0.501834 0.168680
0.033201 0.044784 -0.016081
-0.680663 -0.599067 -0.280015
13.884276 13.745552 3.319223
7.707647 7.979578 3.114244
-0.261374 -0.134367 -0.108113
-0.059421 0.005221 -0.031357
0.395310 0.482729 0.249918
-1.634847 -1.662810 -0.512248
-1.516005 -1.514298 -0.890988
2.184140 2.205028 1.259827
-0.539892 -0.602890 -0.233868
-0.540739 -0.356826 0.148895
0.998676 0.946471 0.593966
-0.436082 -0.470882 -0.266600
-1.187198 -1.120678 0.135699
-0.964900 -0.999006 -0.518066
10.686762 10.141746 2.241230
-0.503861 -0.536626 -0.213671
-0.254049 -0.065366 -0.055857
0.605574 0.635869 0.335801
-0.591661 -0.650263 -0.344192
0.653936 0.960419 -0.169510
-0.498028 -0.456512 -0.163312
2.154207 2.196483 0.798403
2.920034 3.288214 0.934931
0.364047 0.390986 0.189409
0.076379 -0.090173 0.080370
-0.407418 -0.374481 -0.207216
0.126303 0.138864 0.053481
4.403705 4.505845 1.231333
-2.152774 -2.182359 -1.450322
-0.415167 -0.322959 -0.246344
0.180150 0.358892 -0.687283
-1.835893 -1.905303 -1.140796
-0.072030 -0.098425 0.013679
-1.178832 -1.225841 -0.504841
-0.291650 -0.098745 0.134420
-0.169919 -0.180004 -0.630881
-0.918888 -0.917847 -0.970318
0.017385 -0.000609 0.045584
-1.809289 -1.726539 -0.845329
0.518448 0.786663 0.429096
-0.266896 -0.251141 -0.059416
1.905384 1.902117 1.308770
38.227585 35.904651 10.490429
-0.920143 -1.018528 -0.360291
2.538916 2.518941 1.680515
-0.079334 0.009014 0.066352
0.607827 0.482900 0.384928
-2.029265 -1.966280 -1.048533
-0.635264 -0.778467 -0.149671
6.613673 6.497260 9.564151
-1.375920 -1.308400 -0.601623
1.456756 1.456787 0.562367
0.680947 0.632629 -0.433722
0.009126 -0.123536 0.102065
0.454257 0.409330 0.251986
0.593175 0.470511 0.351454
8.891287 8.561151 1.120223
-0.583695 -0.608635 -0.466474
3.140325 3.269949 0.522928
-1.139571 -1.225373 -0.553796
0.309246 0.332469 0.151186
0.222745 0.326640 0.137711
-0.623019 -0.558647 -0.270555
0.088312 0.096815 0.027742
-0.124697 -0.062190 -0.156112
3.840420 3.831783 3.192262
5.003711 5.048829 2.531145
-1.183017 -1.198806 -0.547503
0.517007 0.793843 0.363486
-0.098326 -0.145189 -0.144397
-0.559242 -0.576269 -0.691997
0.208553 0.280817 0.084338
0.794001 0.344334 0.426948
-1.176494 -1.193355 -0.586050
0.272618 0.134225 0.210415
-0.482805 -0.591463 -0.155578
-1.472672 -1.422744 -0.605674
9.558835 8.250583 2.357206
-0.268034 -0.268809 -0.152918
-1.225840 -1.150599 -0.646653
0.255594 0.265258 0.174012
0.847467 0.845074 0.292097
2.866307 2.714924 1.318098
0.160295 0.100697 0.083805
-0.182395 -0.061602 0.057674
-1.730067 -1.701894 -1.030812
2.672700 2.711223 0.719533
0.355586 0.384789 0.178186
2.172113 1.856638 1.176376
-0.938451 -0.731397 -0.533661
-0.321266 -0.312630 -0.206749
18.846760 23.383724 3.704701
0.307419 0.291014 0.144823
0.969540 0.951014 0.049733
0.342295 0.262150 0.233558
0.020885 -0.052477 -0.013235
0.953021 1.111371 0.880782
-0.443857 -0.471682 -0.233293
-0.602379 -0.601821 -0.121501
-0.187747 -0.251048 -0.051347
0.076901 -0.042543 -0.035997
-0.106716 -0.076648 -0.062571
-1.675979 -1.783526 -0.650482
0.498317 0.514883 0.355672
-0.469657 -0.620147 -0.277374
-0.339601 -0.287698 -0.147013
5.492975 5.474580 2.023389
-0.939253 -0.785828 -0.516542
-0.277900 -0.252947 -0.102738
-2.034818 -1.681410 -0.333886
8.201705 8.209105 5.815066
9.134054 9.186688 7.047376
0.593880 0.631741 1.102679
-1.102106 -1.100618 -0.344556
-0.058363 -0.099822 0.066209
-0.680106 -0.524978 -0.330128
0.335554 0.337939 0.200439
0.412886 0.440493 0.230092
-0.557843 -0.478176 -0.130817
